ticker,filingdate,formtype,issuername,ownername,officertitle,isdirector,isofficer,istenpercentowner,transactiondate,securityadcode,transactioncode,sharesownedbeforetransaction,transactionshares,sharesownedfollowingtransaction,transactionpricepershare,transactionvalue,securitytitle,directorindirect,natureofownership,dateexercisable,priceexercisable,expirationdate,rownum
ZZ,2009-08-05,4,SEALY CORP,WALKER KENNETH L,SVP General Counsel  Sec.,N,Y,N,2009-06-12,DD,D,63571,-63571,,16.0,1017136,Waiver Options 04062006,D,,,16.0,2016-04-06,11
ZZ,2009-08-05,4,SEALY CORP,WALKER KENNETH L,SVP General Counsel  Sec.,N,Y,N,2009-06-12,DA,A,,274692,274692,4.36,1197657,Perform Options 07202004,D,,,4.36,2014-07-20,10
ZZ,2009-08-05,4,SEALY CORP,WALKER KENNETH L,SVP General Counsel  Sec.,N,Y,N,2009-06-12,DD,D,274692,-274692,,5.79,1590467,Perform Options 07202004,D,,,5.79,2014-07-20,9
ZZ,2009-08-05,4,SEALY CORP,WALKER KENNETH L,SVP General Counsel  Sec.,N,Y,N,2009-06-12,DA,A,,186752,186752,4.36,814239,Time Options 07202004,D,,2009-04-20,4.36,2014-07-20,8
ZZ,2009-08-05,4,SEALY CORP,WALKER KENNETH L,SVP General Counsel  Sec.,N,Y,N,2009-06-12,DD,D,186752,-186752,,5.79,1081294,Time Options 07202004,D,,2009-04-20,5.79,2014-07-20,7
ZZ,2009-08-05,4,SEALY CORP,WALKER KENNETH L,SVP General Counsel  Sec.,N,Y,N,2009-06-12,DA,A,,52825,52825,1.43,75540,Time Options 04062004,D,,2004-04-06,1.43,2014-04-06,6
ZZ,2009-08-05,4,SEALY CORP,WALKER KENNETH L,SVP General Counsel  Sec.,N,Y,N,2009-06-12,DD,D,39787,-39787,,1.9,75595,Time Options 04062004,D,,2004-04-06,1.9,2014-04-06,5
ZZ,2009-08-05,4,SEALY CORP,WALKER KENNETH L,SVP General Counsel  Sec.,N,Y,N,2009-06-12,DA,A,,211300,211300,1.19,251447,Time Options 04062004,D,,2004-04-06,1.19,2014-04-06,4
ZZ,2009-08-05,4,SEALY CORP,WALKER KENNETH L,SVP General Counsel  Sec.,N,Y,N,2009-06-12,DD,D,159148,-159148,,1.58,251454,Time Options 04062004,D,,2004-04-06,1.58,2014-04-06,3
ZZ,2009-08-05,4,SEALY CORP,WALKER KENNETH L,SVP General Counsel  Sec.,N,Y,N,2009-06-12,DA,A,,245094,245094,0.15,36764,Time Options 04062004,D,,2004-04-06,0.15,2014-04-06,2
ZZ,2009-08-05,4,SEALY CORP,WALKER KENNETH L,SVP General Counsel  Sec.,N,Y,N,2009-06-12,DD,D,184601,-184601,,0.2,36920,Time Options 04062004,D,,2004-04-06,0.2,2014-04-06,1
ZZ,2009-07-14,4,SEALY CORP,WALKER KENNETH L,SVP General Counsel  Sec,N,Y,N,2009-07-10,DA,J,,1616,1616,,,8 Senior Secured Third Lien Note due 2016,D,,2009-07-10,0.0,2016-07-15,1
ZZ,2009-06-16,4,SEALY CORP,WALKER KENNETH L,SVP General Counsel  Sec.,N,Y,N,2009-06-12,DA,A,,270400,270400,,,Restricted Stock Units,D,,,0.0,2010-06-12,1
ZZ,2009-03-02,4,SEALY CORP,WALKER KENNETH L,SVP General Counsel  Sec.,N,Y,N,2009-02-26,DA,A,,12500,12500,,,Restricted Stock Units,D,,,,2012-02-28,1
ZZ,2008-11-25,4,SEALY CORP,WALKER KENNETH L,SVP General Counsel  Sec.,N,Y,N,2008-11-23,DA,X,,60000,60000,2.18,130800,Time Option,D,,,2.18,2015-11-23,1
ZZ,2008-08-26,4,SEALY CORP,WALKER KENNETH L,SVP General Counsel  Sec.,N,Y,N,2008-03-03,DA,X,,12500,12500,8.95,111875,Performance Option,D,,,8.95,2015-03-03,2
ZZ,2008-08-26,4,SEALY CORP,WALKER KENNETH L,SVP General Counsel  Sec.,N,Y,N,2008-03-03,DA,X,,12500,12500,8.95,111875,Time Option,D,,,8.95,2015-03-03,1
ZZ,2013-03-20,4,SEALY CORP,SEALY HOLDING LLC,,N,N,Y,2013-03-18,DD,J,4939889,-4939889,,,,8 Senior Secured Third Lien Convertible Note due 2016,I,See footnotes,,0.0,2016-07-15,2
ZZ,2013-03-20,4,SEALY CORP,SEALY HOLDING LLC,,N,N,Y,2013-03-18,ND,S,46625921,-46625921,,2.2,102577026,Common Stock par value 0.01 per share,I,See footnotes,,,,1
ZZ,2008-02-29,3,SEALY CORP,RUSING STEVEN H,SR VP National Accounts,N,Y,N,,D,,1598,,1598,,,Option - 07182006,D,,,16.55,2016-07-18,8
ZZ,2008-02-29,3,SEALY CORP,RUSING STEVEN H,SR VP National Accounts,N,Y,N,,D,,2428,,2428,,,Option - 04192006,D,,,16.55,2016-04-19,7
ZZ,2008-02-29,3,SEALY CORP,RUSING STEVEN H,SR VP National Accounts,N,Y,N,,D,,7670,,7670,,,Option - 04062006,D,,,16.0,2016-04-06,6
ZZ,2008-02-29,3,SEALY CORP,RUSING STEVEN H,SR VP National Accounts,N,Y,N,,D,,28792,,28792,,,Option - 07202004,D,,,5.79,2014-07-20,5
ZZ,2008-02-29,3,SEALY CORP,RUSING STEVEN H,SR VP National Accounts,N,Y,N,,D,,13213,,13213,,,Option - 07202004,D,,,5.79,2014-07-20,4
ZZ,2008-02-29,3,SEALY CORP,RUSING STEVEN H,SR VP National Accounts,N,Y,N,,D,,11510,,11510,,,Option,D,,2004-04-06,0.2,2014-04-06,3
ZZ,2008-02-29,3,SEALY CORP,RUSING STEVEN H,SR VP National Accounts,N,Y,N,,N,,40948,,40948,,,Common Stock par value .01 per share,D,,,,,2
ZZ,2008-02-29,3,SEALY CORP,RUSING STEVEN H,SR VP National Accounts,N,Y,N,,N,,1752,,1752,,,Common Stock par value .01 per share,D,,,,,1
ZZ,2013-03-21,4,SEALY CORP,ROGERS LAWRENCE J,President CEO,Y,Y,N,2013-03-18,DD,D,125000,-125000,,1.64,205000,Stock Options to buy 11232008,D,,,1.64,2015-11-23,3
ZZ,2013-03-21,4,SEALY CORP,ROGERS LAWRENCE J,President CEO,Y,Y,N,2013-03-18,DD,D,700000,-700000,,,,Restricted Stock Units 5252011,D,,2013-06-12,,,2
ZZ,2013-03-21,4,SEALY CORP,ROGERS LAWRENCE J,President CEO,Y,Y,N,2013-03-18,ND,D,3548902,-3548902,,,,Common Stock,D,,,,,1
ZZ,2013-01-14,4,SEALY CORP,ROGERS LAWRENCE J,President CEO,Y,Y,N,2013-01-12,DD,M,1400000,-700000,700000,,,Restricted Stock Units 5252011,D,,,,2013-06-12,3
ZZ,2013-01-14,4,SEALY CORP,ROGERS LAWRENCE J,President CEO,Y,Y,N,2013-01-12,ND,F,3819154,-270252,3548902,2.19,591852,Common Stock,D,,,,,2
ZZ,2013-01-14,4,SEALY CORP,ROGERS LAWRENCE J,President CEO,Y,Y,N,2013-01-12,NA,M,3119154,700000,3819154,,,Common Stock,D,,,,,1
ZZ,2012-12-18,4,SEALY CORP,ROGERS LAWRENCE J,President CEO,Y,Y,N,2012-12-17,DD,X,198002,-198002,,0.15,29700,Option to Buy,D,,,0.15,2014-04-07,2
ZZ,2012-12-18,4,SEALY CORP,ROGERS LAWRENCE J,President CEO,Y,Y,N,2012-12-17,NA,M,2921152,198002,3119154,0.15,29700,Common Stock,D,,,,,1
ZZ,2012-06-14,4,SEALY CORP,ROGERS LAWRENCE J,President CEO,Y,Y,N,2012-06-12,DD,M,1687092,-1687092,,,,Restricted Stock Units 6122009,D,,,,2012-06-12,3
ZZ,2012-06-14,4,SEALY CORP,ROGERS LAWRENCE J,President CEO,Y,Y,N,2012-06-12,ND,F,3602003,-680851,2921152,1.69,1150638,Common Stock,D,,,,,2
ZZ,2012-06-14,4,SEALY CORP,ROGERS LAWRENCE J,President CEO,Y,Y,N,2012-06-12,NA,M,1914911,1687092,3602003,,,Common Stock,D,,,,,1
ZZ,2012-03-02,4,SEALY CORP,ROGERS LAWRENCE J,President CEO,N,Y,N,2012-02-28,DD,M,66385,-66385,,,,Restricted Stock Units 2262009,D,,,,2012-02-28,3
ZZ,2012-03-02,4,SEALY CORP,ROGERS LAWRENCE J,President CEO,N,Y,N,2012-02-28,ND,F,1981296,-21542,1959754,1.54,33175,Common Stock,D,,,,,2
ZZ,2012-03-02,4,SEALY CORP,ROGERS LAWRENCE J,President CEO,N,Y,N,2012-02-28,NA,M,1914911,66385,1981296,,,Common Stock,D,,,,,1
ZZ,2011-07-22,4,SEALY CORP,ROGERS LAWRENCE J,President CEO,N,Y,N,2010-07-22,ND,F,1956226,-41315,1914911,2.32,95851,Common Stock,D,,,,,1
ZZ,2011-06-14,4,SEALY CORP,ROGERS LAWRENCE J,President CEO,Y,Y,N,2011-06-12,DD,M,3246903,-1559811,1687092,,,Restricted Stock Units 6122009,D,,,,2013-06-12,3
ZZ,2011-06-14,4,SEALY CORP,ROGERS LAWRENCE J,President CEO,Y,Y,N,2011-06-12,ND,F,2688973,-650119,2038854,2.3,1495274,Common Stock,D,,,,,2
ZZ,2011-06-14,4,SEALY CORP,ROGERS LAWRENCE J,President CEO,Y,Y,N,2011-06-12,NA,M,1129162,1559811,2688973,,,Common Stock,D,,,,,1
ZZ,2011-05-25,4,SEALY CORP,ROGERS LAWRENCE J,President CEO,N,Y,N,2011-05-25,DA,M,,1400000,1400000,,,Restricted Stock Units,D,,,,2013-06-12,1
ZZ,2010-07-28,4,SEALY CORP,ROGERS LAWRENCE J,President CEO,N,Y,N,2010-07-22,ND,F,1211790,-82628,1129162,2.49,205744,Common Stock,D,,,,,1
ZZ,2010-06-15,4,SEALY CORP,ROGERS LAWRENCE J,President CEO,N,Y,N,2010-06-12,DD,M,4689036,-1442133,3246903,,,Restricted Stock Units 6122009,D,,,,2013-06-12,3
ZZ,2010-06-15,4,SEALY CORP,ROGERS LAWRENCE J,President CEO,N,Y,N,2010-06-12,ND,F,1741348,-612186,1129162,3.05,1867167,Common Stock,D,,,,,2
ZZ,2010-06-15,4,SEALY CORP,ROGERS LAWRENCE J,President CEO,N,Y,N,2010-06-12,NA,M,299215,1442133,1741348,,,Common Stock,D,,,,,1
ZZ,2009-08-04,4,SEALY CORP,ROGERS LAWRENCE J,President  CEO,N,Y,N,2009-06-12,DA,A,,199154,199154,,,Restricted Stock Units 2262009,D,,,0.0,2012-02-28,24
ZZ,2009-08-04,4,SEALY CORP,ROGERS LAWRENCE J,President  CEO,N,Y,N,2009-06-12,DD,D,150000,-150000,,,,Restricted Stock Units 2262009,D,,,0.0,2012-02-28,23
ZZ,2009-08-04,4,SEALY CORP,ROGERS LAWRENCE J,President  CEO,N,Y,N,2009-06-12,DA,A,,125000,125000,1.64,205000,Time Options 11232008,D,,,1.64,2015-11-23,22
ZZ,2009-08-04,4,SEALY CORP,ROGERS LAWRENCE J,President  CEO,N,Y,N,2009-06-12,DD,D,125000,-125000,,2.18,272500,Time Options 11232008,D,,,2.18,2015-11-23,21
ZZ,2009-08-04,4,SEALY CORP,ROGERS LAWRENCE J,President  CEO,N,Y,N,2009-06-12,DA,A,,42500,42500,6.74,286450,Perform Options 03032008,D,,,6.74,2015-03-03,20
ZZ,2009-08-04,4,SEALY CORP,ROGERS LAWRENCE J,President  CEO,N,Y,N,2009-06-12,DD,D,42500,-42500,,8.95,380375,Perform Options 03032008,D,,,8.95,2015-03-03,19
ZZ,2009-08-04,4,SEALY CORP,ROGERS LAWRENCE J,President  CEO,N,Y,N,2009-06-12,DA,A,,42500,42500,6.74,286450,Time Options 03032008,D,,,6.74,2015-03-03,18
ZZ,2009-08-04,4,SEALY CORP,ROGERS LAWRENCE J,President  CEO,N,Y,N,2009-06-12,DD,D,42500,-42500,,8.95,380375,Time Options 03032008,D,,,8.95,2015-03-03,17
ZZ,2009-08-04,4,SEALY CORP,ROGERS LAWRENCE J,President  CEO,N,Y,N,2009-06-12,DA,A,,129020,129020,11.29,1456636,Perform Options 12222006,D,,,11.29,2016-12-22,16
ZZ,2009-08-04,4,SEALY CORP,ROGERS LAWRENCE J,President  CEO,N,Y,N,2009-06-12,DD,D,129020,-129020,,14.99,1934010,Perform Options 12222006,D,,,14.99,2016-12-22,15
ZZ,2009-08-04,4,SEALY CORP,ROGERS LAWRENCE J,President  CEO,N,Y,N,2009-06-12,DA,A,,97482,97482,11.29,1100572,Time Options 12222006,D,,,11.29,2016-12-22,14
ZZ,2009-08-04,4,SEALY CORP,ROGERS LAWRENCE J,President  CEO,N,Y,N,2009-06-12,DD,D,97482,-97482,,14.99,1461255,Time Options 12222006,D,,,14.99,2016-12-22,13
ZZ,2009-08-04,4,SEALY CORP,ROGERS LAWRENCE J,President  CEO,N,Y,N,2009-06-12,DA,A,,6609,6609,12.47,82414,Waiver Options 07182006,D,,,12.47,2016-07-18,12
ZZ,2009-08-04,4,SEALY CORP,ROGERS LAWRENCE J,President  CEO,N,Y,N,2009-06-12,DD,D,6609,-6609,,16.55,109379,Waiver Options 07182006,D,,,16.55,2016-07-18,11
ZZ,2009-08-04,4,SEALY CORP,ROGERS LAWRENCE J,President  CEO,N,Y,N,2009-06-12,DA,A,,10044,10044,12.47,125249,Waiver Options 04192006,D,,,12.47,2016-04-19,10
ZZ,2009-08-04,4,SEALY CORP,ROGERS LAWRENCE J,President  CEO,N,Y,N,2009-06-12,DD,D,10044,-10044,,16.55,166228,Waiver Options 04192006,D,,,16.55,2016-04-19,9
ZZ,2009-08-04,4,SEALY CORP,ROGERS LAWRENCE J,President  CEO,N,Y,N,2009-06-12,DA,A,,31720,31720,12.05,382226,Waiver Options 04062006,D,,,12.05,2016-04-06,8
ZZ,2009-08-04,4,SEALY CORP,ROGERS LAWRENCE J,President  CEO,N,Y,N,2009-06-12,DD,D,31720,-31720,,16.0,507520,Waiver Options 04062006,D,,,16.0,2016-04-06,7
ZZ,2009-08-04,4,SEALY CORP,ROGERS LAWRENCE J,President  CEO,N,Y,N,2009-06-12,DA,A,,187216,187216,4.36,816262,Perform Options 07202004,D,,,4.36,2014-07-20,6
ZZ,2009-08-04,4,SEALY CORP,ROGERS LAWRENCE J,President  CEO,N,Y,N,2009-06-12,DD,D,187216,-187216,,5.79,1083981,Perform Options 07202004,D,,,5.79,2014-07-20,5
ZZ,2009-08-04,4,SEALY CORP,ROGERS LAWRENCE J,President  CEO,N,Y,N,2009-06-12,DA,A,,160499,160499,4.36,699776,Time Options 07202004,D,,2009-04-20,4.36,2014-07-20,4
ZZ,2009-08-04,4,SEALY CORP,ROGERS LAWRENCE J,President  CEO,N,Y,N,2009-06-12,DD,D,160499,-160499,,5.79,929289,Time Options 07202004,D,,2009-04-20,5.79,2014-07-20,3
ZZ,2009-08-04,4,SEALY CORP,ROGERS LAWRENCE J,President  CEO,N,Y,N,2009-06-12,DA,A,,198002,198002,0.15,29700,Time Options 04062004,D,,2004-04-06,0.15,2014-04-06,2
ZZ,2009-08-04,4,SEALY CORP,ROGERS LAWRENCE J,President  CEO,N,Y,N,2009-06-12,DD,D,149132,-149132,,0.2,29826,Time Options 04062004,D,,2004-04-06,0.2,2014-04-06,1
ZZ,2009-06-16,4,SEALY CORP,ROGERS LAWRENCE J,President  CEO,N,Y,N,2009-06-12,DA,A,,4686668,4686668,,,Restricted Stock Units,D,,,0.0,2012-06-12,1
ZZ,2009-03-02,4,SEALY CORP,ROGERS LAWRENCE J,President  CEO,N,Y,N,2008-12-16,DA,A,,291971,291971,,,Restricted Stock,D,,,,2011-07-22,2
ZZ,2009-03-02,4,SEALY CORP,ROGERS LAWRENCE J,President  CEO,N,Y,N,2009-02-26,DA,A,,150000,150000,,,Restricted Stock Units,D,,,,2012-02-28,1
ZZ,2008-11-25,4,SEALY CORP,ROGERS LAWRENCE J,President  CEO,N,Y,N,2008-11-23,DA,X,,125000,125000,2.18,272500,Time Option,D,,,2.18,2015-11-23,1
ZZ,2008-07-24,4,SEALY CORP,ROGERS LAWRENCE J,President and CEO,N,Y,N,2008-07-22,DA,A,,31720,31720,16.0,507520,Option to buy,D,,,16.0,2016-04-06,19
ZZ,2008-07-24,4,SEALY CORP,ROGERS LAWRENCE J,President and CEO,N,Y,N,2008-07-22,DA,D,,31720,31720,16.0,507520,Option to buy,D,,,16.0,2016-04-06,18
ZZ,2008-07-24,4,SEALY CORP,ROGERS LAWRENCE J,President and CEO,N,Y,N,2008-07-22,DA,A,,97842,97842,14.99,1466652,Option to buy,D,,,14.99,2016-12-26,17
ZZ,2008-07-24,4,SEALY CORP,ROGERS LAWRENCE J,President and CEO,N,Y,N,2008-07-22,DA,D,,97842,97842,14.99,1466652,Option to buy,D,,,14.99,2016-12-26,16
ZZ,2008-07-24,4,SEALY CORP,ROGERS LAWRENCE J,President and CEO,N,Y,N,2008-07-22,DA,A,,129020,129020,14.99,1934010,Option to buy,D,,,14.99,2016-12-26,15
ZZ,2008-07-24,4,SEALY CORP,ROGERS LAWRENCE J,President and CEO,N,Y,N,2008-07-22,DA,D,,129020,129020,14.99,1934010,Option to buy,D,,,14.99,2016-12-26,14
ZZ,2008-07-24,4,SEALY CORP,ROGERS LAWRENCE J,President and CEO,N,Y,N,2008-07-22,DA,A,,6609,6609,16.55,109379,Option to buy,D,,,16.55,2016-07-08,13
ZZ,2008-07-24,4,SEALY CORP,ROGERS LAWRENCE J,President and CEO,N,Y,N,2008-07-22,DA,D,,6609,6609,16.55,109379,Option to buy,D,,,16.55,2016-07-08,12
ZZ,2008-07-24,4,SEALY CORP,ROGERS LAWRENCE J,President and CEO,N,Y,N,2008-07-22,DA,A,,10044,10044,16.55,166228,Option to buy,D,,,16.55,2016-04-19,11
ZZ,2008-07-24,4,SEALY CORP,ROGERS LAWRENCE J,President and CEO,N,Y,N,2008-07-22,DA,D,,10044,10044,16.55,166228,Option to buy,D,,,16.55,2016-04-19,10
ZZ,2008-07-24,4,SEALY CORP,ROGERS LAWRENCE J,President and CEO,N,Y,N,2008-07-22,DA,A,,187216,187216,5.78,1082108,Option to buy,D,,,5.78,2014-07-20,9
ZZ,2008-07-24,4,SEALY CORP,ROGERS LAWRENCE J,President and CEO,N,Y,N,2008-07-22,DA,D,,187216,187216,5.78,1082108,Option to buy,D,,,5.78,2014-07-20,8
ZZ,2008-07-24,4,SEALY CORP,ROGERS LAWRENCE J,President and CEO,N,Y,N,2008-07-22,DA,A,,160499,160499,5.78,927684,Option to buy,D,,,5.78,2014-07-20,7
ZZ,2008-07-24,4,SEALY CORP,ROGERS LAWRENCE J,President and CEO,N,Y,N,2008-07-22,DA,D,,160499,160499,5.78,927684,Option to buy,D,,,5.78,2014-07-20,6
ZZ,2008-07-24,4,SEALY CORP,ROGERS LAWRENCE J,President and CEO,N,Y,N,2008-07-22,DA,A,,156376,156376,0.2,31275,Option to buy,D,,,0.2,2014-04-07,5
ZZ,2008-07-24,4,SEALY CORP,ROGERS LAWRENCE J,President and CEO,N,Y,N,2008-07-22,DA,D,,156376,156376,0.2,31275,Option to buy,D,,,0.2,2014-04-07,4
ZZ,2008-07-24,4,SEALY CORP,ROGERS LAWRENCE J,President and CEO,N,Y,N,2008-07-22,DA,A,,300000,300000,6.85,2055000,Option to buy,D,,,6.85,2015-07-22,3
ZZ,2008-07-24,4,SEALY CORP,ROGERS LAWRENCE J,President and CEO,N,Y,N,2008-03-03,DA,A,,42500,42500,8.95,380375,Option to buy,D,,,8.95,2015-03-03,2
ZZ,2008-07-24,4,SEALY CORP,ROGERS LAWRENCE J,President and CEO,N,Y,N,2008-03-03,DA,A,,42500,42500,8.95,380375,Option to buy,D,,,8.95,2015-03-03,1
ZZ,2013-03-20,4,SEALY CORP,ROEDEL RICHARD,,Y,N,N,2013-03-18,DD,D,60000,-60000,,1.64,98400,Options to buy 11232008,D,,,1.64,2015-11-23,5
ZZ,2013-03-20,4,SEALY CORP,ROEDEL RICHARD,,Y,N,N,2013-03-18,DD,D,26432,-26432,,,,Restricted Stock Units 4182012,D,,,,,4
ZZ,2013-03-20,4,SEALY CORP,ROEDEL RICHARD,,Y,N,N,2013-03-18,DD,D,23007,-23007,,,,Restricted Stock Units 522011,D,,,,,3
ZZ,2013-03-20,4,SEALY CORP,ROEDEL RICHARD,,Y,N,N,2013-03-18,DD,D,6714,-6714,,,,Restricted Stock Units 6122009,D,,,,,2
ZZ,2013-03-20,4,SEALY CORP,ROEDEL RICHARD,,Y,N,N,2013-03-18,ND,D,90184,-90184,,,,Common Stock,D,,,,,1
ZZ,2012-06-14,4,SEALY CORP,ROEDEL RICHARD,,Y,N,N,2012-06-12,DD,M,13170,-6327,6843,,,Restricted Stock Units 6122009,D,,,,2013-06-12,2
ZZ,2012-06-14,4,SEALY CORP,ROEDEL RICHARD,,Y,N,N,2012-06-12,NA,M,83857,6327,90184,,,Common Stock,D,,,,,1
ZZ,2012-04-19,4,SEALY CORP,ROEDEL RICHARD,,Y,N,N,2012-04-18,DA,A,,26432,26432,,,Restricted Stock Units,D,,,,,1
ZZ,2012-04-05,4,SEALY CORP,ROEDEL RICHARD,,Y,N,N,2012-04-03,NA,P,83057,800,83857,2.1,1680,Common Stock,D,,,,,17
ZZ,2012-04-05,4,SEALY CORP,ROEDEL RICHARD,,Y,N,N,2012-04-03,NA,P,75958,7099,83057,2.09,14837,Common Stock,D,,,,,16
ZZ,2012-04-05,4,SEALY CORP,ROEDEL RICHARD,,Y,N,N,2012-04-03,NA,P,75858,100,75958,2.09,209,Common Stock,D,,,,,15
ZZ,2012-04-05,4,SEALY CORP,ROEDEL RICHARD,,Y,N,N,2012-04-03,NA,P,75258,600,75858,2.089,1253,Common Stock,D,,,,,14
ZZ,2012-04-05,4,SEALY CORP,ROEDEL RICHARD,,Y,N,N,2012-04-03,NA,P,74758,500,75258,2.088,1044,Common Stock,D,,,,,13
ZZ,2012-04-05,4,SEALY CORP,ROEDEL RICHARD,,Y,N,N,2012-04-03,NA,P,73458,1300,74758,2.088,2714,Common Stock,D,,,,,12
ZZ,2012-04-05,4,SEALY CORP,ROEDEL RICHARD,,Y,N,N,2012-04-03,NA,P,68177,5281,73458,2.08,10984,Common Stock,D,,,,,11
ZZ,2012-04-05,4,SEALY CORP,ROEDEL RICHARD,,Y,N,N,2012-04-03,NA,P,67977,200,68177,2.08,416,Common Stock,D,,,,,10
ZZ,2012-04-05,4,SEALY CORP,ROEDEL RICHARD,,Y,N,N,2012-04-03,NA,P,67877,100,67977,2.08,208,Common Stock,D,,,,,9
ZZ,2012-04-05,4,SEALY CORP,ROEDEL RICHARD,,Y,N,N,2012-04-03,NA,P,67677,200,67877,2.079,416,Common Stock,D,,,,,8
ZZ,2012-04-05,4,SEALY CORP,ROEDEL RICHARD,,Y,N,N,2012-04-03,NA,P,66777,900,67677,2.075,1868,Common Stock,D,,,,,7
ZZ,2012-04-05,4,SEALY CORP,ROEDEL RICHARD,,Y,N,N,2012-04-03,NA,P,63617,3160,66777,2.07,6541,Common Stock,D,,,,,6
ZZ,2012-04-05,4,SEALY CORP,ROEDEL RICHARD,,Y,N,N,2012-04-03,NA,P,62317,1300,63617,2.065,2685,Common Stock,D,,,,,5
ZZ,2012-04-05,4,SEALY CORP,ROEDEL RICHARD,,Y,N,N,2012-04-03,NA,P,60234,2083,62317,2.06,4291,Common Stock,D,,,,,4
ZZ,2012-04-05,4,SEALY CORP,ROEDEL RICHARD,,Y,N,N,2012-04-03,NA,P,60134,100,60234,2.059,206,Common Stock,D,,,,,3
ZZ,2012-04-05,4,SEALY CORP,ROEDEL RICHARD,,Y,N,N,2012-04-03,NA,P,59934,200,60134,2.059,412,Common Stock,D,,,,,2
ZZ,2012-04-05,4,SEALY CORP,ROEDEL RICHARD,,Y,N,N,2012-04-03,NA,P,58657,1277,59934,2.05,2618,Common Stock,D,,,,,1
ZZ,2012-04-04,4,SEALY CORP,ROEDEL RICHARD,,Y,N,N,2012-04-02,NA,P,58557,100,58657,2.01,201,Common Stock,D,,,,,26
ZZ,2012-04-04,4,SEALY CORP,ROEDEL RICHARD,,Y,N,N,2012-04-02,NA,P,58457,100,58557,2.01,201,Common Stock,D,,,,,25
ZZ,2012-04-04,4,SEALY CORP,ROEDEL RICHARD,,Y,N,N,2012-04-02,NA,P,58272,185,58457,2.01,372,Common Stock,D,,,,,24
ZZ,2012-04-04,4,SEALY CORP,ROEDEL RICHARD,,Y,N,N,2012-04-02,NA,P,58072,200,58272,2.01,402,Common Stock,D,,,,,23
ZZ,2012-04-04,4,SEALY CORP,ROEDEL RICHARD,,Y,N,N,2012-04-02,NA,P,57872,200,58072,2.02,404,Common Stock,D,,,,,22
ZZ,2012-04-04,4,SEALY CORP,ROEDEL RICHARD,,Y,N,N,2012-04-02,NA,P,57672,200,57872,2.02,404,Common Stock,D,,,,,21
